manual_keep_qian_0_1,manual_exclusion_reason,manual_company_is_actor_0_1,manual_event_date_verified_0_1,manual_event_date_corrected,manual_initiative_type,manual_confidence_1_3,manual_notes,sec_code,sec_name,announcement_date,announcement_title,short_title,candidate_tier,qian_recall_score,query_terms,query_tiers,matched_genai_terms,title_exclusion_reason,announcement_content,action_snippet,denial_snippet,pdf_url,announcement_id,page_column,announcement_type
,,,,,,,,000158,常山北明,2025-08-18,常山北明：2025年半年度财务报告,2025年半年度财务报告,priority_manual_event_candidate,6,大模型;模型备案,broad_genai_recall;registry_recall,大模型,,"临床场景下的乳腺癌诊疗人工智能方法及其应用12,627.46 70,447.00 83,074.46北明计量大模型管理平台","常山北明：2025年半年度财务报告 2025年半年度财务报告 临床场景下的乳腺癌诊疗人工智能方法及其应用12,627.46 70,447.00 83,074.46北明计量大模型管理平台",,https://static.cninfo.com.cn/finalpage/2025-08-19/1224503757.pdf,1224503757,SZZB,01010503||010112||012399
,,,,,,,,000430,*ST张股,2025-11-14,*ST张股：张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告,张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告,priority_manual_event_candidate,7,AIGC;大模型;模型备案,broad_genai_recall;core_recall;registry_recall,大模型;AIGC,,乙方将联合芒果超媒充分发挥各自的技术能力和优势，围绕湖南省“文化与科技融合”的战略方向，将在内容创意、大模型、AIGC,*ST张股：张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告 张家界旅游集团股份有限公司关于与部分重整投资人签署协议的公告 乙方将联合芒果超媒充分发挥各自的技术能力和优势，围绕湖南省“文化与科技融合”的战,,https://static.cninfo.com.cn/finalpage/2025-11-15/1224807314.PDF,1224807314,SZZB,01010503||010112||012399
,,,,,,,,000526,学大教育,2026-01-26,学大教育：关于与关联方专业投资机构共同新设合伙企业及对外投资的公告,关于与关联方专业投资机构共同新设合伙企业及对外投资的公告,priority_manual_event_candidate,6,大模型;模型备案,broad_genai_recall;registry_recall,大模型,,2、把握行业人才需求机遇，打造集成电路职业教育新体系集成电路产业的快速发展，尤其是 AI 大模型、自动驾驶等场景的兴起,学大教育：关于与关联方专业投资机构共同新设合伙企业及对外投资的公告 关于与关联方专业投资机构共同新设合伙企业及对外投资的公告 2、把握行业人才需求机遇，打造集成电路职业教育新体系集成电路产业,,https://static.cninfo.com.cn/finalpage/2026-01-27/1224951168.PDF,1224951168,SZZB,01010503||010112||011705
,,,,,,,,000681,视觉中国,2024-11-06,视觉中国：关于全资子公司与专业投资机构共同投资的公告,关于全资子公司与专业投资机构共同投资的公告,priority_manual_event_candidate,7,AIGC;大模型;智谱;模型备案,broad_genai_recall;core_recall;named_model;registry_recall,AIGC,,本次投资基金的主要目的在于借助专业投资机构的专业团队、项目资源和平台优势，进一步拓宽公司在 AIGC,视觉中国：关于全资子公司与专业投资机构共同投资的公告 关于全资子公司与专业投资机构共同投资的公告 本次投资基金的主要目的在于借助专业投资机构的专业团队、项目资源和平台优势，进一步拓宽公司在 AI,,https://static.cninfo.com.cn/finalpage/2024-11-07/1221639915.PDF,1221639915,SZZB,01010503||010112||011705
,,,,,,,,000818,航锦科技,2024-01-26,航锦科技：关于子公司与紫光晓通签订战略合作框架协议的公告,关于子公司与紫光晓通签订战略合作框架协议的公告,priority_manual_event_candidate,7,大模型;大语言模型;语言大模型,broad_genai_recall;core_recall,大语言模型,,三方共同策划并执行市场宣传活动，包括发布会、研讨会、案例研究和白皮书，以展示产品在各种应用场景中的潜力和优势，如大语言模型,航锦科技：关于子公司与紫光晓通签订战略合作框架协议的公告 关于子公司与紫光晓通签订战略合作框架协议的公告 三方共同策划并执行市场宣传活动，包括发布会、研讨会、案例研究和白皮书，以展示产品在各种应用场景中,,https://static.cninfo.com.cn/finalpage/2024-01-27/1219010051.PDF,1219010051,SZZB,01010503||010112||011705
,,,,,,,,000839,中信国安,2025-04-28,中信国安：关于2024年度拟不进行利润分配的公告,关于2024年度拟不进行利润分配的公告,priority_manual_event_candidate,7,大模型,broad_genai_recall,大模型,,创新赋能降本增效，夯实高质量发展根基 公司坚持将技术创新作为降本增效、提升投资价值的核心引擎，拟持续加大在大模型,国安：关于2024年度拟不进行利润分配的公告 关于2024年度拟不进行利润分配的公告 创新赋能降本增效，夯实高质量发展根基 公司坚持将技术创新作为降本增效、提升投资价值的核心引擎，拟持续加大在大模型,,https://static.cninfo.com.cn/finalpage/2025-04-29/1223377731.PDF,1223377731,SZZB,01010503||010112||011301
,,,,,,,,000889,ST中嘉,2023-09-04,ST中嘉：关于与百度网讯签署《战略合作协议》的公告,关于与百度网讯签署《战略合作协议》的公告,priority_manual_event_candidate,7,AIGC;大模型;大语言模型;语言大模型,broad_genai_recall;core_recall,大模型,,合作后将利用百度“文心千帆”等人工智能大模型产品及技术，为金融机构和电信运营商开发创新应用，这些应用将覆盖风控,ST中嘉：关于与百度网讯签署《战略合作协议》的公告 关于与百度网讯签署《战略合作协议》的公告 合作后将利用百度“文心千帆”等人工智能大模型产品及技术，为金融机构和电信运营商开发创新应用，这,,https://static.cninfo.com.cn/finalpage/2023-09-05/1217775692.PDF,1217775692,SZZB,01010501||010112||012399
,,,,,,,,000892,欢瑞世纪,2025-04-09,欢瑞世纪：关于未弥补的亏损达实收股本总额三分之一的公告,关于未弥补的亏损达实收股本总额三分之一的公告,priority_manual_event_candidate,6,AIGC;大模型,broad_genai_recall;core_recall,AIGC,,（1）深化布局短剧、互动剧、AIGC 在影视行业的应用等方向，拓展多样化的变现模式。,欢瑞世纪：关于未弥补的亏损达实收股本总额三分之一的公告 关于未弥补的亏损达实收股本总额三分之一的公告 （1）深化布局短剧、互动剧、AIGC 在影视行业的应用等方向，拓展多样化的变现模式。,,https://static.cninfo.com.cn/finalpage/2025-04-10/1223046519.PDF,1223046519,SZZB,01010501||010112||012399
,,,,,,,,000917,电广传媒,2025-11-14,电广传媒：关于公司参与张家界旅游集团股份有限公司重整投资暨关联交易的公告,关于公司参与张家界旅游集团股份有限公司重整投资暨关联交易的公告,priority_manual_event_candidate,7,AIGC;大模型;模型备案,broad_genai_recall;core_recall;registry_recall,大模型;AIGC,,乙方将联合芒果超媒充分发挥各自的技术能力和优势，围绕湖南省“文化与科技融合”的战略方向，将在内容创意、大模型、AIGC,电广传媒：关于公司参与张家界旅游集团股份有限公司重整投资暨关联交易的公告 关于公司参与张家界旅游集团股份有限公司重整投资暨关联交易的公告 乙方将联合芒果超媒充分发挥各自的技术能力和优势，围绕湖南省“文化与科技融合”的,,https://static.cninfo.com.cn/finalpage/2025-11-15/1224808198.PDF,1224808198,SZZB,01010503||010112||011705||011719||012399
,,,,,,,,000921,海信家电,2025-03-28,海信家电：H股公告-截至二零二四年十二月三十一日止年度之业绩公布,H股公告-截至二零二四年十二月三十一日止年度之业绩公布,priority_manual_event_candidate,7,DeepSeek;大模型,broad_genai_recall;core_recall,大模型;DeepSeek,,5.智慧家庭业务 目前，我們已將自研的星海大模型接入DeepSeek，並推出了海信家電垂類智能體，以用戶視角構建,H股公告-截至二零二四年十二月三十一日止年度之业绩公布 H股公告-截至二零二四年十二月三十一日止年度之业绩公布 5.智慧家庭业务 目前，我們已將自研的星海大模型接入DeepSeek，並推出了海信家電垂類智能體，以用戶視角構建,,https://static.cninfo.com.cn/finalpage/2025-03-29/1222945856.PDF,1222945856,SZZB,01010503||010112||012399
